Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,58.81945226679521,4.453636024297445,66.03260439562483
20,2217.723846435547,0.387968379072845,51309.814453125
40,11305.735778808594,0.02941190032288432,7626.812744140625
60,18430.078125,0.6136801559478045,170351.15966796875
80,42773.7060546875,0.11447765864431858,45906.97937011719
100,58695.7763671875,0.12921941233798862,83772.06420898438
