Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,0.28672750871196895,0.022350979853841473,0.33932410302609034
20,22.17723846435547,0.00387968379072845,513.09814453125
40,113.05735778808594,0.0002941190032288432,76.26812744140625
60,184.30078125,0.0061368015594780445,1703.5115966796875
80,427.737060546875,0.0011447765864431858,459.0697937011719
100,586.957763671875,0.0012921941233798862,837.7206420898438
