Method,Mode,Gamma,Abs Error,Rel Error
Regular PINN,0,0,7.920986157797836e-05,0.039001857210880966
Regular PINN,0,20,0.29896944761276245,29.896944761276245
Regular PINN,0,40,2.054885149002075,205.48851490020752
Regular PINN,0,60,3.0726773738861084,307.26773738861084
Regular PINN,0,80,6.4245781898498535,642.4578189849854
Regular PINN,0,100,0.00020411083824001253,0.020411083824001253
Regular PINN,1,0,0.0001644829080530813,0.0800629741857384
Regular PINN,1,20,0.1859889030456543,18.59889030456543
Regular PINN,1,40,0.9928153157234192,99.28153157234192
Regular PINN,1,60,0.48129165172576904,48.129165172576904
Regular PINN,1,80,3.442927360534668,344.2927360534668
Regular PINN,1,100,18.61929702758789,1861.929702758789
Regular PINN,2,0,7.22252656891125e-05,0.040620184341091
Regular PINN,2,20,0.19747444987297058,19.747444987297058
Regular PINN,2,40,0.702064037322998,70.2064037322998
Regular PINN,2,60,1.9554779529571533,195.54779529571533
Regular PINN,2,80,3.629974603652954,362.9974603652954
Regular PINN,2,100,2.6443240642547607,264.4324064254761
Regular PINN,3,0,0.00040566404130057946,0.20206807480943764
Regular PINN,3,20,12.109563827514648,1210.9563827514648
Regular PINN,3,40,0.6231911778450012,62.31911778450012
Regular PINN,3,60,751.81298828125,75181.298828125
Regular PINN,3,80,189.09205627441406,18909.205627441406
Regular PINN,3,100,1.762612223625183,176.2612223625183
Regular PINN,4,0,6.0874340848628775e-05,0.03402037974602071
Regular PINN,4,20,0.28715088963508606,28.715088963508606
Regular PINN,4,40,0.565169095993042,56.5169095993042
Regular PINN,4,60,1.2348943948745728,123.48943948745728
Regular PINN,4,80,632.7326049804688,63273.260498046875
Regular PINN,4,100,1.147226333618164,114.7226333618164
Regular PINN,5,0,0.0003071234128561681,0.16520340969341263
Regular PINN,5,20,0.2587945759296417,25.879457592964172
Regular PINN,5,40,0.6625814437866211,66.25814437866211
Regular PINN,5,60,1.2679189443588257,126.79189443588257
Regular PINN,5,80,1.7776899337768555,177.76899337768555
Regular PINN,5,100,1.8069905042648315,180.69905042648315
Curriculum Training,0,0,8.511554653838999e-05,0.047956156629487504
Curriculum Training,0,20,0.40185004472732544,40.185004472732544
Curriculum Training,0,40,1.273248553276062,127.3248553276062
Curriculum Training,0,60,2.4031784534454346,240.31784534454346
Curriculum Training,0,80,5.213400840759277,521.3400840759277
Curriculum Training,0,100,3.643782138824463,364.3782138824463
Curriculum Training,1,0,1.139915672869454e-05,0.00550853548673851
Curriculum Training,1,20,0.3017271161079407,30.172711610794067
Curriculum Training,1,40,1.0812917947769165,108.12917947769165
Curriculum Training,1,60,2.1688389778137207,216.88389778137207
Curriculum Training,1,80,3.5323421955108643,353.2342195510864
Curriculum Training,1,100,5.097770690917969,509.7770690917969
Curriculum Training,2,0,6.7182635629872e-07,0.00031577075639298605
Curriculum Training,2,20,0.2643372416496277,26.43372416496277
Curriculum Training,2,40,1.0499765872955322,104.99765872955322
Curriculum Training,2,60,2.3406622409820557,234.06622409820557
Curriculum Training,2,80,4.167998790740967,416.7998790740967
Curriculum Training,2,100,6.532950401306152,653.2950401306152
Curriculum Training,3,0,1.6544366889998725e-06,0.0008830143015447252
Curriculum Training,3,20,0.240839883685112,24.0839883685112
Curriculum Training,3,40,0.900286853313446,90.0286853313446
Curriculum Training,3,60,1.832564115524292,183.2564115524292
Curriculum Training,3,80,3.1502296924591064,315.02296924591064
Curriculum Training,3,100,4.8815016746521,488.15016746520996
Curriculum Training,4,0,1.0767998072800065e-06,0.0005331990824143197
