Mode,Best_Abs_Method,Best_Abs_Value,Best_Rel_Method,Best_Rel_Value
0,PL-PINN (ours),0.03378076666816296,PL-PINN (ours),3.403243915677765
1,PL-PINN (ours),0.3674933752785898,PL-PINN (ours),36.75398099559014
2,PL-PINN (ours),0.3080183670027539,PL-PINN (ours),30.820343123680914
3,PL-PINN (ours),0.6818956579937896,PL-PINN (ours),68.1942187940349
4,PL-PINN (ours),0.825702256721117,PL-PINN (ours),82.58030172735191
5,PL-PINN (ours),0.3872865531265754,PL-PINN (ours),38.73495730447964
