Mode,Best_Abs_Method,Best_Abs_Value,Best_Rel_Method,Best_Rel_Value
0,PL-PINN,0.028244180641428442,PL-PINN,2.8302753631527167
1,PL-PINN,0.9145652438911142,PL-PINN,91.45653190462544
2,PL-PINN,0.2101642657725504,PL-PINN,21.0164793588052
3,PL-PINN,0.35892514605904186,PL-PINN,35.892515161296636
4,PL-PINN,0.5177863055522974,PL-PINN,51.77873102181052
5,PL-PINN,1.6665199835592235,PL-PINN,166.65200061886756
