Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,0.022412298470525196,0.44642304483278555,0.2610878174649055
20,140509.19189453125,35.071828961372375,15718.388366699219
40,604752.392578125,67.24878549575806,3868.9048767089844
60,942724.21875,103.17751169204712,26704.257202148438
80,4013957.421875,94.43203210830688,201184.43603515625
100,1543114.16015625,146.9240427017212,16.293632984161377
