Method,Mode,Gamma,Abs Error,Rel Error
Regular PINN,0,0,0.0023473864334440653,0.2610878174649055
Regular PINN,0,20,157.1838836669922,15718.388366699219
Regular PINN,0,40,38.689048767089844,3868.9048767089844
Regular PINN,0,60,267.0425720214844,26704.257202148438
Regular PINN,0,80,2011.8443603515625,201184.43603515625
Regular PINN,0,100,0.16293632984161377,16.293632984161377
Curriculum Training,0,0,0.00020144471177502456,0.022412298470525196
Curriculum Training,0,20,1405.0919189453125,140509.19189453125
Curriculum Training,0,40,6047.52392578125,604752.392578125
Curriculum Training,0,60,9427.2421875,942724.21875
Curriculum Training,0,80,40139.57421875,4013957.421875
Curriculum Training,0,100,15431.1416015625,1543114.16015625
PL-PINN (ours),0,0,0.004014652738001878,0.44642304483278555
PL-PINN (ours),0,20,0.35071828961372375,35.071828961372375
PL-PINN (ours),0,40,0.6724878549575806,67.24878549575806
PL-PINN (ours),0,60,1.0317751169204712,103.17751169204712
PL-PINN (ours),0,80,0.9443203210830688,94.43203210830688
PL-PINN (ours),0,100,1.469240427017212,146.9240427017212
