Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,0.0014993839731974293,0.004040218627458508,0.008588248063847566
20,329.6755065917969,0.008691278286278248,100.21696472167969
40,40692.05078125,0.0749625489115715,401.67474365234375
60,7883.90185546875,0.2640722095966339,852.0911254882812
80,807.9513549804688,0.21077367663383484,1595.0987548828125
100,71.50076293945312,0.28007450699806213,2515.845703125
