Method,Mode,Gamma,Abs Error,Rel Error
Regular PINN,0,0,0.008588248063847566,0.9711874311854279
Regular PINN,0,20,100.21696472167969,10021.696472167969
Regular PINN,0,40,401.67474365234375,40167.474365234375
Regular PINN,0,60,852.0911254882812,85209.11254882812
Regular PINN,0,80,1595.0987548828125,159509.87548828125
Regular PINN,0,100,2515.845703125,251584.5703125
Curriculum Training,0,0,0.0014993839731974293,0.17077065075258885
Curriculum Training,0,20,329.6755065917969,32967.55065917969
Curriculum Training,0,40,40692.05078125,4069205.078125
Curriculum Training,0,60,7883.90185546875,788390.185546875
Curriculum Training,0,80,807.9513549804688,80795.13549804688
Curriculum Training,0,100,71.50076293945312,7150.0762939453125
PL-PINN (ours),0,0,0.004040218627458508,0.4487224794118427
PL-PINN (ours),0,20,0.008691278286278248,0.8691278286278248
PL-PINN (ours),0,40,0.0749625489115715,7.49625489115715
PL-PINN (ours),0,60,0.2640722095966339,26.40722095966339
PL-PINN (ours),0,80,0.21077367663383484,21.077367663383484
PL-PINN (ours),0,100,0.28007450699806213,28.007450699806213
