Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,0.0007127728726684313,0.435862967196692,0.14128252046708517
20,580474.560546875,11.364340037107468,56619.158935546875
40,3069982.8125,28.638896346092224,6221.356201171875
60,4424784.765625,18.25690269470215,164423837.5
80,14032925.0,40.40496051311493,1129191600.0
100,11064112.5,50.268012285232544,149.00391101837158
