Mode,Gamma,Curriculum Training,PL-PINN,Vanilla PINN
0,0,28.054566152649237,28.535165774301802,23.35660849913978
0,20,0.7739813532680273,0.0009946388672688045,0.16312409425154328
0,40,0.3856138791888952,0.0009985791621147655,0.4602939821779728
0,60,0.39871474727988243,0.0009929225598170888,0.12820675037801266
0,80,0.38624624721705914,0.0009963261618395336,5.626984685659409
0,100,0.37224655970931053,0.0010082167136715725,2.73127444088459
1,0,49.851515085792435,42.97943255256488,52.412801216572625
1,20,1.1323071084916592,0.2450783271342516,0.18528227228671312
1,40,1.1609605513513088,0.005443985719466582,1.0433947667479515
1,60,0.5142563953995705,0.0010733821909525432,0.7276399061083794
1,80,0.33833684865385294,0.001158939085144084,0.1782638020813465
1,100,1.6880981624126434,0.001052775769494474,0.490166200324893
2,0,80.87282480725,73.82365282703131,96.8282365973957
2,20,1.0384034365415573,0.046181760262697935,3.196687251329422
2,40,0.8116037584841251,0.016289748600684106,0.6873308215290308
2,60,0.46656448394060135,0.0016419617168139666,2.134903334081173
2,80,2.1988989785313606,0.001000916563498322,0.6397290155291557
2,100,0.37360249552875757,0.000998833820631262,1.9915886223316193
3,0,115.75964069912689,102.13247067651268,110.04038811663422
3,20,0.510956346988678,0.02677962474990636,1.5193985775113106
3,40,1.0346807539463043,0.0023558135580969974,2.726801112294197
3,60,0.7653975393623114,0.0010042796020570677,0.581867154687643
3,80,1.8927708268165588,0.0009964507626136765,0.4240760114043951
3,100,0.9154293686151505,0.0009979616152122617,2.971869520843029
4,0,142.24740361180622,126.5800194943546,132.98834750205037
4,20,0.4122857004404068,0.0024708409910090268,7.604473829269409
4,40,1.2557333335280418,0.016296765534207225,0.39896685630083084
4,60,0.435075955465436,0.0010332622878195252,0.41203415021300316
4,80,7.264590263366699,0.0018953542166855186,1.2482799589633942
4,100,0.27163377963006496,0.0010014314284489956,0.5314291920512915
5,0,145.79971762907786,145.59013037320815,152.78260941324953
5,20,1.0754738003015518,0.10657265083864331,1.3798324391245842
5,40,1.0861770249903202,0.03234522009734064,1.0410590097308159
5,60,0.9115055203437805,0.0022647163859801367,0.12395052472129464
5,80,0.8407342247664928,0.001033611533785006,8.340873569250107
5,100,0.7826863788068295,0.0009998277164413594,0.79689035192132
