Method,Avg_Abs_Error,Std_Abs_Error,Avg_Rel_Error,Std_Rel_Error
Regular PINN,0.005828469145127209,0.006826672172959427,0.5834319771549263,0.6821014516535477
Curriculum Training,0.4506749744179302,0.47348216158324313,45.07823467263767,47.33611362720191
PL-PINN (ours),0.00975463195073124,0.01566733269902472,0.9824951514196959,1.5635065254496388
