Method,Mode,Gamma,Abs Error,Rel Error
Regular PINN,8,0,0.00019936365645747847,0.0237474486813903
Regular PINN,8,20,1.4440929889678955,144.40929889678955
Regular PINN,8,40,1.2914925813674927,129.14925813674927
Regular PINN,8,60,1.0172477960586548,101.72477960586548
Regular PINN,8,80,0.6721879243850708,67.21879243850708
Regular PINN,8,100,0.32281288504600525,32.281288504600525
Curriculum Training,8,0,3.1293518694395e-05,0.0035764834692177936
Curriculum Training,8,20,0.043472010642290115,4.3472010642290115
Curriculum Training,8,40,0.064478300511837,6.447830051183701
Curriculum Training,8,60,0.04589439556002617,4.589439556002617
Curriculum Training,8,80,0.06332050263881683,6.332050263881683
Curriculum Training,8,100,0.03241008520126343,3.2410085201263428
PL-PINN (ours),8,0,0.0449414460427747,4.5397921577921005
PL-PINN (ours),8,20,0.2784061133861542,27.840611338615417
PL-PINN (ours),8,40,1.3679307699203491,136.7930769920349
PL-PINN (ours),8,60,9.50204086303711,950.2040863037109
PL-PINN (ours),8,80,0.5242368578910828,52.423685789108276
PL-PINN (ours),8,100,11.651494979858398,1165.1494979858398
