Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,0.6367512707421787,0.4015879713888215,0.03499680587001286
20,48.44071865081787,0.0009966375728254206,1.719379611313343
40,64.189612865448,4.015848413109779,1.0752974078059196
60,30.785423517227173,0.17314457800239325,0.20536200609058142
80,126.41544342041016,1.3024020940065384,0.4612171556800604
100,0.0014583111806132365,0.000991214437817689,0.004338876169640571
