Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,0.0057232788567431,0.003593962333093896,0.00031486430016780477
20,0.4844071865081787,9.966375728254206e-06,0.01719379611313343
40,0.64189612865448,0.040158484131097794,0.010752974078059196
60,0.30785423517227173,0.0017314457800239325,0.002053620060905814
80,1.2641544342041016,0.013024020940065384,0.004612171556800604
100,1.4583111806132365e-05,9.91214437817689e-06,4.338876169640571e-05
