Method,Mode,Gamma,Abs Error,Rel Error
Curriculum Training,1,0,0.03203368070232683,49.85381341712364
Curriculum Training,1,20,0.008119197562336922,0.8119197562336922
Curriculum Training,1,40,0.022572098299860954,2.2572098299860954
Curriculum Training,1,60,0.016166504472494125,1.6166504472494125
Curriculum Training,1,80,0.011378925293684006,1.1378925293684006
Curriculum Training,1,100,0.022417819127440453,2.2417819127440453
Curriculum Training,2,0,0.053203968174830946,80.87346945113755
Curriculum Training,2,20,0.007524171844124794,0.7524171844124794
Curriculum Training,2,40,0.007479406893253326,0.7479406893253326
Curriculum Training,2,60,0.01607195846736431,1.6071958467364311
Curriculum Training,2,80,0.01841762289404869,1.841762289404869
Curriculum Training,2,100,0.03559168428182602,3.559168428182602
Curriculum Training,3,0,0.08924798257690719,115.81864874841499
Curriculum Training,3,20,0.004488042555749416,0.44880425557494164
Curriculum Training,3,40,0.010275503620505333,1.0275503620505333
Curriculum Training,3,60,0.014253264293074608,1.4253264293074608
Curriculum Training,3,80,0.021090999245643616,2.1090999245643616
Curriculum Training,3,100,0.0185489933937788,1.85489933937788
Curriculum Training,4,0,0.0964087420787604,142.2473224278462
Curriculum Training,4,20,0.0031001109164208174,0.31001109164208174
Curriculum Training,4,40,0.021430185064673424,2.1430185064673424
Curriculum Training,4,60,0.007683742791414261,0.7683742791414261
Curriculum Training,4,80,0.24005097150802612,24.005097150802612
Curriculum Training,4,100,0.012815544381737709,1.281554438173771
Curriculum Training,5,0,0.12139687664476713,145.79516273638114
Curriculum Training,5,20,0.011110586114227772,1.1110586114227772
Curriculum Training,5,40,0.00878201425075531,0.878201425075531
Curriculum Training,5,60,0.006819494068622589,0.6819494068622589
Curriculum Training,5,80,0.011929601430892944,1.1929601430892944
Curriculum Training,5,100,0.014449252746999264,1.4449252746999264
PL-PINN,0,0,0.014897764670770268,25.98881205249763
PL-PINN,0,20,1.8007196558755822e-05,0.0018007196558755822
PL-PINN,0,40,2.0860483346041292e-05,0.002086048334604129
PL-PINN,0,60,2.0763211068697274e-05,0.0020763211068697274
PL-PINN,0,80,2.022717490035575e-05,0.002022717490035575
PL-PINN,0,100,1.943290226336103e-05,0.001943290226336103
PL-PINN,1,0,0.03259134678460513,53.172332022527456
PL-PINN,1,20,1.2728266483463813e-05,0.0012728266483463813
PL-PINN,1,40,1.2234807400091086e-05,0.0012234807400091086
PL-PINN,1,60,1.2834867447963916e-05,0.0012834867447963916
PL-PINN,1,80,1.3171009413781576e-05,0.0013171009413781576
PL-PINN,1,100,1.2921727829962038e-05,0.0012921727829962038
PL-PINN,2,0,0.052228466464692744,79.8811267886713
PL-PINN,2,20,1.7895545170176774e-05,0.0017895545170176774
PL-PINN,2,40,1.5449362763320096e-05,0.0015449362763320096
PL-PINN,2,60,1.560874625283759e-05,0.001560874625283759
PL-PINN,2,80,1.5854644516366534e-05,0.0015854644516366534
PL-PINN,2,100,1.566417449794244e-05,0.001566417449794244
PL-PINN,3,0,0.07244877469254742,104.43202661117815
PL-PINN,3,20,2.001624488912057e-05,0.002001624488912057
PL-PINN,3,40,2.1405156076070853e-05,0.0021405156076070853
PL-PINN,3,60,2.0836343537666835e-05,0.0020836343537666835
PL-PINN,3,80,2.0359266272862442e-05,0.002035926627286244
PL-PINN,3,100,2.0014455003547482e-05,0.0020014455003547482
PL-PINN,4,0,0.09185423908722042,125.30035090064253
PL-PINN,4,20,2.323216358490754e-05,0.002323216358490754
PL-PINN,4,40,2.3510776372859254e-05,0.0023510776372859254
PL-PINN,4,60,2.3595595848746598e-05,0.0023595595848746598
PL-PINN,4,80,2.380152727710083e-05,0.002380152727710083
PL-PINN,4,100,2.2745009118807502e-05,0.00227450091188075
PL-PINN,5,0,0.1107535685781179,142.99218755362955
PL-PINN,5,20,2.6515837816987187e-05,0.0026515837816987187
PL-PINN,5,40,2.7309062716085464e-05,0.0027309062716085464
PL-PINN,5,60,2.7528265491127968e-05,0.002752826549112797
PL-PINN,5,80,2.740308082138654e-05,0.002740308082138654
PL-PINN,5,100,2.7656942620524205e-05,0.0027656942620524205
