Mode,Gamma,Curriculum Training,PL-PINN,Vanilla PINN
0,0,29.718195319371958,25.98881205249763,23.60755780368196
0,20,0.6229056045413017,0.0018007196558755822,0.34583036322146654
0,40,0.31873458065092564,0.002086048334604129,1.7548682168126106
0,60,1.044712122529745,0.0020763211068697274,0.11183635797351599
0,80,1.4432632364332676,0.002022717490035575,25.885573029518127
0,100,1.4681891538202763,0.001943290226336103,2.206944115459919
1,0,49.85381341712364,53.172332022527456,52.42907536172936
1,20,0.8119197562336922,0.0012728266483463813,0.28456239961087704
1,40,2.2572098299860954,0.0012234807400091086,2.442360110580921
1,60,1.6166504472494125,0.0012834867447963916,1.11842080950737
1,80,1.1378925293684006,0.0013171009413781576,0.1325150136835873
1,100,2.2417819127440453,0.0012921727829962038,2.178955264389515
2,0,80.87346945113755,79.8811267886713,96.84739043027612
2,20,0.7524171844124794,0.0017895545170176774,3.206789493560791
2,40,0.7479406893253326,0.0015449362763320096,1.0940933600068092
2,60,1.6071958467364311,0.001560874625283759,2.266872860491276
2,80,1.841762289404869,0.0015854644516366534,0.47709611244499683
2,100,3.559168428182602,0.001566417449794244,18.08890849351883
3,0,115.81864874841499,104.43202661117815,110.06206771828772
3,20,0.44880425557494164,0.002001624488912057,3.2600905746221542
3,40,1.0275503620505333,0.0021405156076070853,4.126020148396492
3,60,1.4253264293074608,0.0020836343537666835,0.4249371122568846
3,80,2.1090999245643616,0.002035926627286244,2.550952509045601
3,100,1.85489933937788,0.0020014455003547482,2.209145948290825
4,0,142.2473224278462,125.30035090064253,133.0106457089194
4,20,0.31001109164208174,0.002323216358490754,8.42154547572136
4,40,2.1430185064673424,0.0023510776372859254,0.28601186349987984
4,60,0.7683742791414261,0.0023595595848746598,1.7938820645213127
4,80,24.005097150802612,0.002380152727710083,7.124944031238556
4,100,1.281554438173771,0.00227450091188075,2.490510232746601
5,0,145.79516273638114,142.99218755362955,152.7805897231754
5,20,1.1110586114227772,0.0026515837816987187,3.6046449095010757
5,40,0.878201425075531,0.0027309062716085464,3.3317741006612778
5,60,0.6819494068622589,0.002752826549112797,0.23515201173722744
5,80,1.1929601430892944,0.002740308082138654,35.55141091346741
5,100,1.4449252746999264,0.0027656942620524205,4.447656869888306
