Mode,Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,0,1.7709945462235462e-05,0.003909038003080705,0.0007918531289620416
0,20,76686270464.0,10920.7119140625,25547350016.0
0,40,1057097842688.0,10260.2041015625,101110120448.0
0,60,179621658624.0,9854.7080078125,180987396096.0
0,80,13993451192320.0,9559.482421875,319452971008.0
0,100,197217812480.0,9327.193359375,0.5988671779632568
