Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,0.00012894232593907534,0.0039342815934686045,0.0002627121050293583
20,264.8016357421875,0.012386664748191833,277.23602294921875
40,1138.510498046875,0.06029096245765686,2094.2373046875
60,2123.16650390625,0.03479515388607979,25.626907348632812
80,5516.8115234375,0.0896458700299263,4138.4833984375
100,5099.4990234375,0.10002841055393219,0.0419732891023159
