Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,0.014339371685538532,0.4387177978306978,0.029226737030091886
20,26480.16357421875,1.2386664748191833,27723.602294921875
40,113851.0498046875,6.029096245765686,209423.73046875
60,212316.650390625,3.479515388607979,2562.6907348632812
80,551681.15234375,8.96458700299263,413848.33984375
100,509949.90234375,10.002841055393219,4.19732891023159
