Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,6.859224381103148e-06,0.00404805076252871,5.297066927533535e-05
20,504.8915100097656,0.20540283620357513,647.6417846679688
40,3405.3779296875,0.5209552049636841,2579.710205078125
60,2931.6298828125,0.8491756319999695,5818.9287109375
80,23331.80078125,0.9118919968605042,10229.544921875
100,5000.0068359375,1.5845904350280762,16065.4853515625
