Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,0.0015035383276309122,0.4446790646858625,0.5924606625227288
20,174065575.0,51.73084735870361,48973057228800.0
40,825843550.0,45.36526799201965,27634.002685546875
60,944385500.0,63.94199728965759,17042.727661132812
80,6010170400.0,69.25689578056335,3792.990493774414
100,1669355500.0,78.5733163356781,12.56609708070755
