Mode,Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,0,0.8598106179671066,0.044114328694212356,0.019030972712152927
1,0,0.04714342726565015,0.10727323524977526,0.1099779107469557
2,0,0.13137758146987397,0.06469923195472521,0.2002352214443945
3,0,0.06762171125282936,0.04495017199378604,0.06441772422898817
4,0,0.03484764854495663,0.0439273247857398,0.2703456217565285
5,0,0.11982554952583416,0.0351537582907243,0.04832052150323817
