Mode,Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,0,0.0018068411789714314,7.180303470329921e-05,3.206673194332328e-05
1,0,8.7509547931867e-05,0.0001754532261201056,0.0002296242744705605
2,0,0.0002704664752709107,0.00011093614722081049,0.00041307567758402117
3,0,0.00013206221993550745,8.889785104598076e-05,0.00013223629783067455
4,0,6.933112484185005e-05,8.47763591999546e-05,0.000581239880790873
5,0,0.00025951820045061713,6.774732512939647e-05,9.613515723625032e-05
