Mode,Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,0,0.08396985592089133,0.17663298835165728,0.1150258964036436
0,20,24.19973462820053,0.10449453257024288,0.7697050459682941
0,40,94.37032341957092,0.024072117230389267,12.564654648303986
0,60,154.20539379119873,0.022448759409599006,1.549233589321375
0,80,90.10093212127686,0.02151910011889413,395.26402950286865
0,100,154.0283441543579,0.021128871594555676,0.01865874364739284
1,0,0.006796874456319873,0.03467189122951617,0.04656716881840956
1,20,13.710196316242218,4.554128646850586,3.570743277668953
1,40,57.794421911239624,5.295171216130257,56.10923171043396
1,60,105.8002233505249,10.958421230316162,25.705593824386597
1,80,129.89156246185303,18.639512360095978,34.3439519405365
1,100,173.90270233154297,20.806024968624115,14.537909626960754
2,0,0.011024547247253292,0.4013585643683144,0.14059056837150818
2,20,9.60707813501358,6.620057672262192,7.460997253656387
2,40,37.666574120521545,14.788521826267242,9.469721466302872
2,60,84.50936675071716,15.899382531642914,64.42067623138428
2,80,139.10785913467407,10.343752056360245,10.54920107126236
2,100,167.1437382698059,8.216683566570282,9.165814518928528
3,0,0.0317021804681903,0.07189272834664254,0.12798318411673465
3,20,7.262369245290756,11.554709076881409,8.253074437379837
3,40,26.68006718158722,18.03513914346695,22.81993329524994
3,60,54.159849882125854,20.340003073215485,25.272288918495178
3,80,79.11782264709473,21.22199833393097,39.755457639694214
3,100,131.91746473312378,17.217636108398438,16.446469724178314
4,0,0.0009479725515124725,0.8763352861304429,0.19414440385751439
4,20,6.306137889623642,9.426019340753555,169.59688663482666
4,40,24.752749502658844,30.65931499004364,55.94832897186279
4,60,54.6745240688324,16.128303110599518,26.28847360610962
4,80,93.06467175483704,9.762813150882721,972.2197532653809
4,100,143.0262804031372,14.353109896183014,29.44551706314087
5,0,5.477836179768546,0.1147005143120727,0.36173681461590607
5,20,26673.91357421875,12.230413407087326,6.717262417078018
5,40,198.04648160934448,32.703953981399536,64.7758424282074
5,60,711.3360404968262,64.70084190368652,38.63067626953125
5,80,196.97027206420898,80.74604868888855,15489323.4375
5,100,122.409188747406,101.08201503753662,48.38894009590149
