Method,Mode,Gamma,Abs Error,Rel Error
Regular PINN,0,0,0.0002515928431111561,0.1150258964036436
Regular PINN,0,20,0.0076970504596829414,0.7697050459682941
Regular PINN,0,40,0.12564654648303986,12.564654648303986
Regular PINN,0,60,0.015492335893213749,1.549233589321375
Regular PINN,0,80,3.9526402950286865,395.26402950286865
Regular PINN,0,100,0.0001865874364739284,0.01865874364739284
Regular PINN,1,0,9.531125919535169e-05,0.04656716881840956
Regular PINN,1,20,0.03570743277668953,3.570743277668953
Regular PINN,1,40,0.5610923171043396,56.10923171043396
Regular PINN,1,60,0.25705593824386597,25.705593824386597
Regular PINN,1,80,0.343439519405365,34.3439519405365
Regular PINN,1,100,0.14537909626960754,14.537909626960754
Regular PINN,2,0,0.0002585887217876112,0.14059056837150818
Regular PINN,2,20,0.07460997253656387,7.460997253656387
Regular PINN,2,40,0.09469721466302872,9.469721466302872
Regular PINN,2,60,0.6442067623138428,64.42067623138428
Regular PINN,2,80,0.1054920107126236,10.54920107126236
Regular PINN,2,100,0.09165814518928528,9.165814518928528
Regular PINN,3,0,0.00023930711126780169,0.12798318411673465
Regular PINN,3,20,0.08253074437379837,8.253074437379837
Regular PINN,3,40,0.2281993329524994,22.81993329524994
Regular PINN,3,60,0.2527228891849518,25.272288918495178
Regular PINN,3,80,0.39755457639694214,39.755457639694214
Regular PINN,3,100,0.16446469724178314,16.446469724178314
Regular PINN,4,0,0.00039783653722654845,0.19414440385751439
Regular PINN,4,20,1.6959688663482666,169.59688663482666
Regular PINN,4,40,0.5594832897186279,55.94832897186279
Regular PINN,4,60,0.2628847360610962,26.28847360610962
Regular PINN,4,80,9.722197532653809,972.2197532653809
Regular PINN,4,100,0.2944551706314087,29.44551706314087
Regular PINN,5,0,0.0007088719936995202,0.36173681461590607
Regular PINN,5,20,0.06717262417078018,6.717262417078018
Regular PINN,5,40,0.647758424282074,64.7758424282074
Regular PINN,5,60,0.3863067626953125,38.63067626953125
Regular PINN,5,80,154893.234375,15489323.4375
Regular PINN,5,100,0.4838894009590149,48.38894009590149
Curriculum Training,0,0,0.00012248535063157822,0.08396985592089133
Curriculum Training,0,20,0.2419973462820053,24.19973462820053
Curriculum Training,0,40,0.9437032341957092,94.37032341957092
Curriculum Training,0,60,1.5420539379119873,154.20539379119873
Curriculum Training,0,80,0.9010093212127686,90.10093212127686
Curriculum Training,0,100,1.540283441543579,154.0283441543579
