Mode,Best_Abs_Method,Best_Abs_Value,Best_Rel_Method,Best_Rel_Value
0,PL-PINN (ours),0.0003678607593111573,PL-PINN (ours),0.06171606154588971
1,PL-PINN (ours),0.10043310711542898,PL-PINN (ours),10.047988385541101
2,PL-PINN (ours),0.09325676295327896,PL-PINN (ours),9.378292702911866
3,PL-PINN (ours),0.14730679811550038,PL-PINN (ours),14.740229744039981
4,PL-PINN (ours),0.1341895892295718,PL-PINN (ours),13.534315962432148
5,PL-PINN (ours),0.48581029849285723,PL-PINN (ours),48.59632892215177
