Mode,Best_Abs_Method,Best_Abs_Value,Best_Rel_Method,Best_Rel_Value
0,PL-PINN,0.0009150615337040485,PL-PINN,0.12256349297873766
1,PL-PINN,0.0003083004421970175,PL-PINN,0.05695131834501802
2,PL-PINN,7.298047591804823e-05,PL-PINN,0.04820495179815351
3,PL-PINN,7.53588659094849e-05,PL-PINN,0.0511171414027447
4,PL-PINN,6.396785784822035e-05,PL-PINN,0.04233234510392033
5,PL-PINN,9.126186392742513e-05,PL-PINN,0.06011818122557574
