Gamma,Curriculum Training,PL-PINN (ours),Regular PINN
0,0.010047088594713477,0.4294668058659667,0.12237080714619596
20,306442.7978515625,56.29851818084717,91037.76245117188
40,1287654.58984375,69.55744624137878,122687.5732421875
60,2339500.78125,93.16004514694214,3703019.140625
80,6300499.609375,70.81197500228882,40045.47424316406
100,5528420.703125,153.8325071334839,103.75199317932129
