Mode,Gamma,Curriculum Training,PL-PINN,Vanilla PINN
0,0,139.58248350928312,139.63849433892796,18.060554284814913
0,20,61.465418338775635,22.306576371192932,0.608508288860321
0,40,78.09368968009949,11.076746881008148,1.0061386041343212
0,60,83.61601829528809,3.3203627914190292,5.40112741291523
0,80,37.235331535339355,1.0151350870728493,3.6546509712934494
0,100,10.206208378076553,1.7489612102508545,2.7341214939951897
1,0,139.54237694675123,156.5178003762471,125.28411301016129
1,20,42.327845096588135,173.40253591537476,1.704222708940506
1,40,27.609258890151978,93.39635372161865,0.4554442595690489
1,60,16.36700928211212,207.49881267547607,0.33401353284716606
1,80,11.89805120229721,20.650014281272888,1.4994220808148384
1,100,5.881568044424057,33.65347981452942,0.38186025340110064
2,0,156.97685767953456,146.29719697550206,140.46339880304558
2,20,3.584045171737671,1178.6949157714844,0.19763184245675802
2,40,0.9200406260788441,30.803248286247253,0.4790716804563999
2,60,0.8429254405200481,1451.7730712890625,2.5069840252399445
2,80,5.209667608141899,68.02908182144165,0.6111602764576674
2,100,1.9025439396500587,47.945427894592285,0.48464382998645306
3,0,134.38400275522605,129.87143430403708,140.22629401537253
3,20,3.8248490542173386,5174.083709716797,35.26915907859802
3,40,1.457054354250431,1500.829029083252,4.425977170467377
3,60,0.8575041778385639,1406.5168380737305,1.4729293063282967
3,80,0.7695655338466167,323.982310295105,1.6474667936563492
3,100,0.775322737172246,68.78702044487,4.654891788959503
4,0,141.0542301910868,134.38221848114173,141.4121762906879
4,20,63.57884407043457,20.476263761520386,34.81718897819519
4,40,77.79229283332825,22.888632118701935,3.21461521089077
4,60,48.125919699668884,15.940108895301819,3.313019871711731
4,80,22.440697252750397,30.530568957328796,1.843586005270481
4,100,26.38227641582489,17.20336377620697,0.6318903528153896
5,0,151.51262649162766,129.51415093877122,141.76357830752394
5,20,2.4507414549589157,18.62633526325226,8.823700249195099
5,40,16.580893099308014,96.62425518035889,6.546945869922638
5,60,8.221835643053055,66.7643129825592,2.515653148293495
5,80,1.3491390272974968,97.16058373451233,1.1130991391837597
5,100,1.281980238854885,31955.11474609375,0.030802140827290714
