Mode,Gamma,Curriculum Training,PL-PINN,Vanilla PINN
0,0,0.17905094549325365,0.15682863478704262,0.019459454342201706
0,20,0.6146541833877563,0.22306576371192932,0.0060850828886032104
0,40,0.7809368968009949,0.11076746881008148,0.010061386041343212
0,60,0.8361601829528809,0.03320362791419029,0.0540112741291523
0,80,0.37235331535339355,0.010151350870728493,0.036546509712934494
0,100,0.10206208378076553,0.017489612102508545,0.027341214939951897
1,0,0.18589560674511843,0.1938749961675462,0.06812313484324392
1,20,0.42327845096588135,1.7340253591537476,0.01704222708940506
1,40,0.2760925889015198,0.9339635372161865,0.004554442595690489
1,60,0.16367009282112122,2.0749881267547607,0.0033401353284716606
1,80,0.1189805120229721,0.20650014281272888,0.014994220808148384
1,100,0.05881568044424057,0.3365347981452942,0.0038186025340110064
2,0,0.10088843217605614,0.09407416309533657,0.1453208419228723
2,20,0.03584045171737671,11.786949157714844,0.0019763184245675802
2,40,0.00920040626078844,0.30803248286247253,0.004790716804563999
2,60,0.008429254405200481,14.517730712890625,0.025069840252399445
2,80,0.05209667608141899,0.6802908182144165,0.0061116027645766735
2,100,0.019025439396500587,0.47945427894592285,0.0048464382998645306
3,0,0.08768841452196986,0.19524567919730032,0.17155167146970993
3,20,0.038248490542173386,51.74083709716797,0.3526915907859802
3,40,0.01457054354250431,15.00829029083252,0.04425977170467377
3,60,0.00857504177838564,14.065168380737305,0.014729293063282967
3,80,0.0076956553384661674,3.23982310295105,0.016474667936563492
3,100,0.00775322737172246,0.6878702044487,0.04654891788959503
4,0,0.1656289192362293,0.11868378493386846,0.17215404897119174
4,20,0.6357884407043457,0.20476263761520386,0.3481718897819519
4,40,0.7779229283332825,0.22888632118701935,0.0321461521089077
4,60,0.48125919699668884,0.1594010889530182,0.03313019871711731
4,80,0.22440697252750397,0.30530568957328796,0.01843586005270481
4,100,0.2638227641582489,0.1720336377620697,0.006318903528153896
5,0,0.11658955190062839,0.1928175064500243,0.16559215706884664
5,20,0.024507414549589157,0.18626335263252258,0.08823700249195099
5,40,0.16580893099308014,0.9662425518035889,0.06546945869922638
5,60,0.08221835643053055,0.667643129825592,0.025156531482934952
5,80,0.013491390272974968,0.9716058373451233,0.011130991391837597
5,100,0.012819802388548851,319.5511474609375,0.00030802140827290714
