Mode,Best_Abs_Method,Best_Abs_Value,Best_Rel_Method,Best_Rel_Value
0,Vanilla PINN,0.0255841536756978,Vanilla PINN,5.244183509335571
1,Vanilla PINN,0.018645460533161753,Vanilla PINN,21.60984597428899
2,Vanilla PINN,0.03135262641147409,Vanilla PINN,24.1238150762738
3,Curriculum Training,0.027421895515870303,Curriculum Training,23.67804976875854
4,Vanilla PINN,0.10172617552667122,Vanilla PINN,30.872079451595244
5,Vanilla PINN,0.059315693757178246,Vanilla PINN,26.798963142491036
